Id,Dialogue_id,Utterance_id,Sentence,Speaker,Label,fname,Dialogue_id_old
4997,Charlie_S01E23.csv_19,22,The baby doesn't have feet yet.,Teddy,0,Charlie_S01E23.csv,19
4998,Charlie_S01E23.csv_19,23,Okay.,Amy,0,Charlie_S01E23.csv,19
4999,Charlie_S01E23.csv_19,24,You know what? I'm just trying.,Amy,0,Charlie_S01E23.csv,19
5000,Charlie_S01E23.csv_19,25,To figure out the mix of emotions th I was feeling that day.,Amy,0,Charlie_S01E23.csv,19
5001,Charlie_S01E23.csv_19,26,"You know, the excitement, the confusion, The fear, the hormones.",Amy,0,Charlie_S01E23.csv,19
5002,Charlie_S01E23.csv_19,27,"Yeah, do you know what I was feeling that day? It was why are you having another baby? You barely have time for the three kids you have now.",Teddy,0,Charlie_S01E23.csv,19
5003,Charlie_S01E23.csv_19,28,Was that in the script? Because I'm lost.,Others,0,Charlie_S01E23.csv,19
5004,Charlie_S01E23.csv_20,0,"Teddy honey, What was that? I'm sorry, mom.",Amy,0,Charlie_S01E23.csv,20
5005,Charlie_S01E23.csv_20,1,I shouldn't have said that.,Teddy,0,Charlie_S01E23.csv,20
5006,Charlie_S01E23.csv_20,2,"Well, is that really how you felt? Were you really mad that we were having another baby? - Yeah, I kinda was.",Amy,0,Charlie_S01E23.csv,20
5007,Charlie_S01E23.csv_20,3,"Why didn't you say something? Mom, what was I supposed to say? Charlie was on the way.",Teddy,0,Charlie_S01E23.csv,20
5008,Charlie_S01E23.csv_20,4,You were all so excited.,Teddy,0,Charlie_S01E23.csv,20
5009,Charlie_S01E23.csv_20,5,Excited? I didn't know how we were gonna make it all work.,Amy,0,Charlie_S01E23.csv,20
5010,Charlie_S01E23.csv_20,6,I was terrified.,Amy,0,Charlie_S01E23.csv,20
5011,Charlie_S01E23.csv_20,7,Really? Cause you didn't show it.,Teddy,0,Charlie_S01E23.csv,20
5012,Charlie_S01E23.csv_20,8,That's because I'm a really great actress.,Amy,1,Charlie_S01E23.csv,20
5013,Charlie_S01E23.csv_20,9,Come here.,Amy,0,Charlie_S01E23.csv,20
5014,Charlie_S01E23.csv_20,10,Sit down.,Amy,0,Charlie_S01E23.csv,20
5015,Charlie_S01E23.csv_20,11,"Do you still feel that way, Like we don't have enough time for you? Actually, today I thought maybe you had.",Amy,0,Charlie_S01E23.csv,20
5016,Charlie_S01E23.csv_20,12,A little bit too much time for me.,Teddy,0,Charlie_S01E23.csv,20
5017,Charlie_S01E23.csv_20,13,No.,Teddy,0,Charlie_S01E23.csv,20
5018,Charlie_S01E23.csv_20,14,"Seriously, I don't know how you're doing it, But you guys are doing a great job.",Teddy,0,Charlie_S01E23.csv,20
5019,Charlie_S01E23.csv_20,15,"Well, that's because we're not doing it alone, And one of the big reasons it works is you.",Amy,0,Charlie_S01E23.csv,20
5020,Charlie_S01E23.csv_20,16,The boys help out too.,Teddy,0,Charlie_S01E23.csv,20
5021,Charlie_S01E23.csv_20,17,"But you're right, it's mostly me.",Teddy,1,Charlie_S01E23.csv,20
5022,Charlie_S01E23.csv_20,18,"Look, teddy.",Amy,0,Charlie_S01E23.csv,20
5023,Charlie_S01E23.csv_20,19,"In the future, If ever you're feeling something, you've got to tell me, okay? Come here.",Amy,0,Charlie_S01E23.csv,20
5024,Charlie_S01E23.csv_20,20,Come here.,Amy,0,Charlie_S01E23.csv,20
5025,Charlie_S01E23.csv_20,21,I want us to always be honest with each other.,Amy,0,Charlie_S01E23.csv,20
5026,Charlie_S01E23.csv_20,22,"Okay, I'll be honest with you.",Teddy,0,Charlie_S01E23.csv,20
5027,Charlie_S01E23.csv_20,23,Say the lines as written or you're fired.,Teddy,0,Charlie_S01E23.csv,20
5028,Charlie_S01E23.csv_20,24,Aww.,Amy,0,Charlie_S01E23.csv,20
5029,Charlie_S01E23.csv_21,0,"What's the matter, gabe? Um, dad are you okay? You look shook up.",Bob,0,Charlie_S01E23.csv,21
5030,Charlie_S01E23.csv_21,1,Wheelie's back.,Gabe,0,Charlie_S01E23.csv,21
5031,Charlie_S01E23.csv_21,2,I know! Isn't it great? Yay.,Bob,0,Charlie_S01E23.csv,21
5032,Charlie_S01E23.csv_21,3,"Um How did you find him? Oh, I came home from work, I saw that kidake on your bike, So I called the cops and they arrested him.",Bob,0,Charlie_S01E23.csv,21
5033,Charlie_S01E23.csv_21,4,They arrested jake? But he's just a kid.,Gabe,0,Charlie_S01E23.csv,21
5034,Charlie_S01E23.csv_21,5,"Ooh, he won't be when he gets out.",Bob,1,Charlie_S01E23.csv,21
5035,Charlie_S01E23.csv_21,6,"What? What's wrong, son? Something bothering you? Um No.",Bob,0,Charlie_S01E23.csv,21
5036,Charlie_S01E23.csv_21,7,"No? Well, something's bothering me, Because here's what I think really happened.",Bob,0,Charlie_S01E23.csv,21
5037,Charlie_S01E23.csv_21,8,"First, you sold your bike to jake And then you pocketed the money.",Bob,0,Charlie_S01E23.csv,21
5038,Charlie_S01E23.csv_21,9,Then you opened the garage door Using the keypad.,Bob,0,Charlie_S01E23.csv,21
5039,Charlie_S01E23.csv_21,10,"Finally, you grabbed the remote From the kitchen cabinet And you planted it on charlie.",Bob,0,Charlie_S01E23.csv,21
5040,Charlie_S01E23.csv_21,11,"Interesting theory, but it doesn't prove a thing.",Gabe,0,Charlie_S01E23.csv,21
5041,Charlie_S01E23.csv_21,12,You're right.,Bob,0,Charlie_S01E23.csv,21
5042,Charlie_S01E23.csv_21,13,You're right.,Bob,0,Charlie_S01E23.csv,21
5043,Charlie_S01E23.csv_21,14,"I didn't have any hard proof, But I kept thinking, thinking.",Bob,0,Charlie_S01E23.csv,21
5044,Charlie_S01E23.csv_21,15,And thinking.,Bob,0,Charlie_S01E23.csv,21
5045,Charlie_S01E23.csv_21,16,And then a bell went off.,Bob,0,Charlie_S01E23.csv,21
5046,Charlie_S01E23.csv_21,17,Is gabe here? - No.,Others,0,Charlie_S01E23.csv,21
5047,Charlie_S01E23.csv_21,18,Tell him jake wants his $10 back.,Others,0,Charlie_S01E23.csv,21
5048,Charlie_S01E23.csv_21,19,This bike is a piece of junk.,Others,0,Charlie_S01E23.csv,21
5049,Charlie_S01E23.csv_21,20,"All right, you got me.",Gabe,0,Charlie_S01E23.csv,21
5050,Charlie_S01E23.csv_21,21,Now what happens? Ask your mother.,Bob,1,Charlie_S01E23.csv,21
5051,Charlie_S01E23.csv_22,0,Back from the bike store.,Bob,0,Charlie_S01E23.csv,22
5052,Charlie_S01E23.csv_22,1,"Charlie, your brother has something he would like to say to you.",Bob,0,Charlie_S01E23.csv,22
5053,Charlie_S01E23.csv_22,2,"Go ahead, gabe.",Bob,0,Charlie_S01E23.csv,22
5054,Charlie_S01E23.csv_22,3,"Charlie, I'm sorry I tried to frame you.",Gabe,0,Charlie_S01E23.csv,22
5055,Charlie_S01E23.csv_22,4,Aw.,Bob,0,Charlie_S01E23.csv,22
5056,Charlie_S01E23.csv_22,5,Remember the first time I said that to you? Like it was yesterday.,PJ,0,Charlie_S01E23.csv,22
5057,Charlie_S01E23.csv_22,6,And now here is a little I'm-sorry present from your brother.,Bob,0,Charlie_S01E23.csv,22
5058,Charlie_S01E23.csv_22,7,"Okay, bring it in.",Bob,0,Charlie_S01E23.csv,22
5059,Charlie_S01E23.csv_22,8,Oh.,Amy,0,Charlie_S01E23.csv,22
5060,Charlie_S01E23.csv_22,9,"Yay! Yeah, we exchanged gabe's new bike for this one.",Bob,0,Charlie_S01E23.csv,22
5061,Charlie_S01E23.csv_22,10,Thank you.,Charlie,0,Charlie_S01E23.csv,22
5062,Charlie_S01E23.csv_22,11,You're welcome.,Amy,0,Charlie_S01E23.csv,22
5063,Charlie_S01E23.csv_22,12,"Charlie, there you are on your very first bike.",Teddy,0,Charlie_S01E23.csv,22
5064,Charlie_S01E23.csv_22,13,Yeah yeah.,Amy,0,Charlie_S01E23.csv,22
5065,Charlie_S01E23.csv_22,14,"Teddy girl, Mama's baby child has a new tricycle! It's pink and red and it's got little stickers on it.",Amy,0,Charlie_S01E23.csv,22
5066,Charlie_S01E23.csv_22,15,"Yup, and there's mom stealing your very first spotlight.",Teddy,0,Charlie_S01E23.csv,22
5067,Charlie_S01E23.csv_22,16,"Good luck, charlie.",Teddy,0,Charlie_S01E23.csv,22
5068,Charlie_S01E23.csv_23,0,I feel so bad.,PJ,0,Charlie_S01E23.csv,23
5069,Charlie_S01E23.csv_23,1,I just can't tell them apart.,PJ,0,Charlie_S01E23.csv,23
5070,Charlie_S01E23.csv_23,2,It is hard.,Amy,0,Charlie_S01E23.csv,23
5071,Charlie_S01E23.csv_23,3,And I don't want to offend them.,PJ,0,Charlie_S01E23.csv,23
5072,Charlie_S01E23.csv_23,4,"Well, you just have to find one little thing that's different.",Amy,0,Charlie_S01E23.csv,23
5073,Charlie_S01E23.csv_23,5,"What do you think? I have no idea, and I'm married to one of them.",Amy,0,Charlie_S01E23.csv,23
5074,Charlie_S01E23.csv_23,6,"Hey, uh, dads, Can I have five bucks? Huh.",Gabe,0,Charlie_S01E23.csv,23
5075,Charlie_S01E23.csv_23,7,I love having two dads.,Gabe,0,Charlie_S01E23.csv,23
5076,Charlie_S01E23.csv_23,8,Unbelievable! Well! Let figure it out! Wait.,PJ,0,Charlie_S01E23.csv,23
5077,Charlie_S01E23.csv_23,9,Wait.,Amy,0,Charlie_S01E23.csv,23
5078,Charlie_S01E23.csv_23,10,Yup.,Amy,0,Charlie_S01E23.csv,23
5079,Charlie_S01E23.csv_23,11,That's my guy.,Amy,0,Charlie_S01E23.csv,23
1332,Charlie_S01E05.csv_1,0,I made the mistake of bringing the cute boy home Where my dear family lives.,Teddy,1,Charlie_S01E05.csv,1
1333,Charlie_S01E05.csv_1,1,He wasn't that cute.,Gabe,1,Charlie_S01E05.csv,1
1334,Charlie_S01E05.csv_1,2,Get out.,Teddy,0,Charlie_S01E05.csv,1
1335,Charlie_S01E05.csv_1,3,"Anyway, still waiting on that first kiss.",Teddy,0,Charlie_S01E05.csv,1
1336,Charlie_S01E05.csv_1,4,"But there's a dance this Friday Where the girls ask the guys, And this time I'm going to make sure I get it.",Teddy,0,Charlie_S01E05.csv,1
1337,Charlie_S01E05.csv_1,5,"Get what, honey? Oh, my first a+ in science, daddy.",Teddy,1,Charlie_S01E05.csv,1
1338,Charlie_S01E05.csv_1,6,That's my girl.,Bob,0,Charlie_S01E05.csv,1
1339,Charlie_S01E05.csv_2,0,"Hey, dad, great news.",PJ,0,Charlie_S01E05.csv,2
1340,Charlie_S01E05.csv_2,1,I got a job.,PJ,0,Charlie_S01E05.csv,2
1341,Charlie_S01E05.csv_2,2,Stop right there.,Bob,0,Charlie_S01E05.csv,2
1342,Charlie_S01E05.csv_2,3,I'm having the greatest dream of my life.,Bob,1,Charlie_S01E05.csv,2
1343,Charlie_S01E05.csv_2,4,The school's gonna pay me 100 bucks to D.J.,PJ,0,Charlie_S01E05.csv,2
1344,Charlie_S01E05.csv_2,5,At the dance on Friday.,PJ,0,Charlie_S01E05.csv,2
1345,Charlie_S01E05.csv_2,6,The dream continues.,Bob,1,Charlie_S01E05.csv,2
1346,Charlie_S01E05.csv_2,7,I just need you to give me 200 dollars To rent the D.J.,PJ,0,Charlie_S01E05.csv,2
1347,Charlie_S01E05.csv_2,8,Equipment.,PJ,0,Charlie_S01E05.csv,2
1348,Charlie_S01E05.csv_2,9,And now I'm awake.,Bob,1,Charlie_S01E05.csv,2
1349,Charlie_S01E05.csv_2,10,"Hey, what was I doing in the dream? You weren't saying anything, which is why I thought it was a dream.",Bob,1,Charlie_S01E05.csv,2
1350,Charlie_S01E05.csv_2,11,"P.J., why would you take a job where you're gonna lose money? Does everything always have to be about money? Are you giving me the 200? Sorry, son.",PJ,0,Charlie_S01E05.csv,2
1351,Charlie_S01E05.csv_2,12,You're gonna have to come up with the money some other way.,Bob,0,Charlie_S01E05.csv,2
1352,Charlie_S01E05.csv_2,13,"Like how? Oh, I know.",Bob,0,Charlie_S01E05.csv,2
1353,Charlie_S01E05.csv_2,14,Get a job.,Bob,0,Charlie_S01E05.csv,2
1354,Charlie_S01E05.csv_2,15,I'll be right back.,PJ,0,Charlie_S01E05.csv,2
1355,Charlie_S01E05.csv_2,16,"Wait, where's your sister? - Don't bother her, Emmett.",PJ,0,Charlie_S01E05.csv,2
1356,Charlie_S01E05.csv_2,17,"Okay, where shouldn't I bother her? - In the kitchen.",Emmett,1,Charlie_S01E05.csv,2
1357,Charlie_S01E05.csv_2,18,All right.,Emmett,0,Charlie_S01E05.csv,2
1358,Charlie_S01E05.csv_3,0,"Hey, Teddy bear.",Emmett,1,Charlie_S01E05.csv,3
1359,Charlie_S01E05.csv_3,1,"Hey, Emmett.",Teddy,0,Charlie_S01E05.csv,3
1360,Charlie_S01E05.csv_3,2,"You know this dance this Friday night is girls ask guys,' right? You're a girl.",Emmett,0,Charlie_S01E05.csv,3
1361,Charlie_S01E05.csv_3,3,I'm a guy.,Emmett,0,Charlie_S01E05.csv,3
1362,Charlie_S01E05.csv_3,4,"Something you want to ask me? Okay, Emmett, listen, P.J. is my brother and you're his best friend.",Teddy,0,Charlie_S01E05.csv,3
1363,Charlie_S01E05.csv_3,5,So in a way you're kind of like my brother too.,Teddy,0,Charlie_S01E05.csv,3
1364,Charlie_S01E05.csv_3,6,And I can't go to the dance with my brother.,Teddy,0,Charlie_S01E05.csv,3
1365,Charlie_S01E05.csv_3,7,"You can see why that would be wrong, right? This is the longest conversation we've ever had.",Emmett,1,Charlie_S01E05.csv,3
1366,Charlie_S01E05.csv_3,8,Did you hear anything I just said? Something about wanting to go to the dance with a brother.,Emmett,1,Charlie_S01E05.csv,3
1367,Charlie_S01E05.csv_3,9,"Emmett, I want you to listen to me very carefully.",Teddy,0,Charlie_S01E05.csv,3
1368,Charlie_S01E05.csv_3,10,I'm not going to ask you to the dance.,Teddy,0,Charlie_S01E05.csv,3
1369,Charlie_S01E05.csv_3,11,When you touch me it feels like electricity.,Emmett,1,Charlie_S01E05.csv,3
1370,Charlie_S01E05.csv_4,0,"Hi, kids.",Amy,0,Charlie_S01E05.csv,4
1371,Charlie_S01E05.csv_4,1,"Hey, mom.",PJ,0,Charlie_S01E05.csv,4
1372,Charlie_S01E05.csv_4,2,"Come on, Charlie, let's go see daddy.",PJ,0,Charlie_S01E05.csv,4
1373,Charlie_S01E05.csv_4,3,You know what I realized today? Charlie's never played laser tag.,Gabe,0,Charlie_S01E05.csv,4
1374,Charlie_S01E05.csv_4,4,I bet she'd enjoy doing that on Friday night.,Gabe,0,Charlie_S01E05.csv,4
1375,Charlie_S01E05.csv_4,5,"Oh, how very sweet and unselfish of you.",Amy,1,Charlie_S01E05.csv,4
1376,Charlie_S01E05.csv_4,6,But Charlie's gonna be with us Friday night.,Amy,0,Charlie_S01E05.csv,4
1377,Charlie_S01E05.csv_4,7,It's your school's open house.,Amy,0,Charlie_S01E05.csv,4
1378,Charlie_S01E05.csv_4,8,Right.,Gabe,0,Charlie_S01E05.csv,4
1379,Charlie_S01E05.csv_4,9,Forgot about that.,Gabe,0,Charlie_S01E05.csv,4
1380,Charlie_S01E05.csv_4,10,"Well, we haven't.",Amy,0,Charlie_S01E05.csv,4
1381,Charlie_S01E05.csv_4,11,Dad and I can't wait To meet this miracle worker Mrs.,Amy,0,Charlie_S01E05.csv,4
1382,Charlie_S01E05.csv_4,12,Mellish.,Amy,0,Charlie_S01E05.csv,4
1383,Charlie_S01E05.csv_4,13,She's the first teacher who hasn't called to complain about you.,Amy,0,Charlie_S01E05.csv,4
1384,Charlie_S01E05.csv_4,14,"Are you sure he's actually going to school? Mom, you've been to so many open houses.",PJ,1,Charlie_S01E05.csv,4
1385,Charlie_S01E05.csv_4,15,And you'd love laser tag.,Gabe,0,Charlie_S01E05.csv,4
1386,Charlie_S01E05.csv_4,16,It's like a workout but you get to sh**t stuff.,Gabe,0,Charlie_S01E05.csv,4
1387,Charlie_S01E05.csv_4,17,"Oh, come on, we can play laser tag anytime.",Amy,0,Charlie_S01E05.csv,4
1388,Charlie_S01E05.csv_4,18,Meeting a teacher that has no problems with you That may never happen again.,Amy,1,Charlie_S01E05.csv,4
1389,Charlie_S01E05.csv_4,19,This is bad.,Gabe,0,Charlie_S01E05.csv,4
1390,Charlie_S01E05.csv_4,20,What's bad? The only reason I haven't been getting in trouble Is that I told my teacher mom and dad have been fighting a lot.,Gabe,0,Charlie_S01E05.csv,4
1391,Charlie_S01E05.csv_4,21,That actually works? You also have to give the teacher one of these.,Gabe,1,Charlie_S01E05.csv,4
1392,Charlie_S01E05.csv_4,22,"Wow, that's good.",PJ,0,Charlie_S01E05.csv,4
1393,Charlie_S01E05.csv_4,23,I almost hugged you.,PJ,0,Charlie_S01E05.csv,4
1394,Charlie_S01E05.csv_4,24,And I never want to hug you.,PJ,1,Charlie_S01E05.csv,4
1395,Charlie_S01E05.csv_4,25,Works even better on Mrs. Mellish.,Gabe,0,Charlie_S01E05.csv,4
1396,Charlie_S01E05.csv_4,26,Any time I do something wrong Mommy and daddy were fighting again.,Gabe,1,Charlie_S01E05.csv,4
1397,Charlie_S01E05.csv_4,27,"Well, I guess your evil plan is gonna be over on Friday night, cause mom and dad won't be fighting.",PJ,0,Charlie_S01E05.csv,4
1398,Charlie_S01E05.csv_4,28,"Or will they? So who are you asking to the dance? Okay, here's a hint.",Gabe,0,Charlie_S01E05.csv,4
1399,Charlie_S01E05.csv_5,0,"He's really cute and You ladies talking about me again? You know I'm not talking about you, Since I dumped your sorry butt a long time ago.",Ivy,1,Charlie_S01E05.csv,5
1400,Charlie_S01E05.csv_5,1,That's now how me and my sorry butt remember it.,Emmett,1,Charlie_S01E05.csv,5
1401,Charlie_S01E05.csv_5,2,Remind me again why you ever went out with him.,Teddy,0,Charlie_S01E05.csv,5
1402,Charlie_S01E05.csv_5,3,Only one way to explain it Brain fart.,Ivy,0,Charlie_S01E05.csv,5
1403,Charlie_S01E05.csv_5,4,Brain fart.,Ivy,1,Charlie_S01E05.csv,5
1404,Charlie_S01E05.csv_5,5,So who's this cutie you're gonna ask? Spencer.,Ivy,0,Charlie_S01E05.csv,5
1405,Charlie_S01E05.csv_5,6,"Oh, right, Mr.",Ivy,0,Charlie_S01E05.csv,5
1406,Charlie_S01E05.csv_5,7,Almost first kiss.,Ivy,1,Charlie_S01E05.csv,5
1407,Charlie_S01E05.csv_5,8,You'd better get moving on that.,Ivy,0,Charlie_S01E05.csv,5
1408,Charlie_S01E05.csv_5,9,Your window is closing.,Ivy,0,Charlie_S01E05.csv,5
1409,Charlie_S01E05.csv_5,10,What window? - The window of opportunity.,Ivy,0,Charlie_S01E05.csv,5
1410,Charlie_S01E05.csv_5,11,"Oh, thanks.",Teddy,0,Charlie_S01E05.csv,5
1411,Charlie_S01E05.csv_5,12,That really clears things up.,Teddy,0,Charlie_S01E05.csv,5
1412,Charlie_S01E05.csv_5,13,"T, you almost kissed this guy, But nothing happened since then.",Ivy,0,Charlie_S01E05.csv,5
1413,Charlie_S01E05.csv_5,14,"If you don't act soon, you're doomed to be just friends.",Ivy,0,Charlie_S01E05.csv,5
1414,Charlie_S01E05.csv_5,15,"I like Spencer, he likes me, And I'll ask him when the time is right.",Teddy,0,Charlie_S01E05.csv,5
1415,Charlie_S01E05.csv_5,16,"That better be right now, chica, Because Lauren sandoval is gonna ask him.",Ivy,0,Charlie_S01E05.csv,5
1416,Charlie_S01E05.csv_5,17,Lauren would never do that to me.,Teddy,0,Charlie_S01E05.csv,5
1417,Charlie_S01E05.csv_5,18,She's too good a friend.,Teddy,0,Charlie_S01E05.csv,5
1418,Charlie_S01E05.csv_5,19,There's your good friend right now.,Ivy,0,Charlie_S01E05.csv,5
1419,Charlie_S01E05.csv_5,20,Where? - Walking up to Spencer.,Ivy,0,Charlie_S01E05.csv,5
1420,Charlie_S01E05.csv_5,21,"What? That little witch! Yeah! Oh, Lauren, you poor thing.",Teddy,1,Charlie_S01E05.csv,5
1421,Charlie_S01E05.csv_5,22,"What a horrible, ugly tomatoey mess you are.",Teddy,1,Charlie_S01E05.csv,5
1422,Charlie_S01E05.csv_5,23,"Come on, pizza face, let's get you cleaned up.",Ivy,1,Charlie_S01E05.csv,5
1423,Charlie_S01E05.csv_5,24,Come on.,Ivy,0,Charlie_S01E05.csv,5
1424,Charlie_S01E05.csv_5,25,"Oh, Spencer, hey.",Teddy,0,Charlie_S01E05.csv,5
1425,Charlie_S01E05.csv_5,26,Didn't see you there.,Teddy,0,Charlie_S01E05.csv,5
1426,Charlie_S01E05.csv_5,27,"Hi, Teddy.",Spencer,0,Charlie_S01E05.csv,5
1427,Charlie_S01E05.csv_5,28,"Boy, that pizza really came out of nowhere, huh? Yeah.",Teddy,1,Charlie_S01E05.csv,5
1428,Charlie_S01E05.csv_5,29,Nice sh*t.,Spencer,1,Charlie_S01E05.csv,5
1429,Charlie_S01E05.csv_5,30,It's all in the wrist.,Teddy,1,Charlie_S01E05.csv,5
1430,Charlie_S01E05.csv_6,0,"Now tell me again And don't leave out a single detail What exactly did Spencer say when you asked him? He said, and I quote, okay.",Ivy,0,Charlie_S01E05.csv,6
1431,Charlie_S01E05.csv_6,1,"Oh, wouldn't it be so romantic If I got my first kiss during a slow dance? That could happen if you don't wear That red polkadot thing that makes you look like a clown.",Ivy,1,Charlie_S01E05.csv,6
1432,Charlie_S01E05.csv_6,2,"No no, you're right.",Teddy,0,Charlie_S01E05.csv,6
1433,Charlie_S01E05.csv_6,3,I should dress more subtle and understated Like you.,Teddy,1,Charlie_S01E05.csv,6
1434,Charlie_S01E05.csv_6,4,That's all I'm saying.,Ivy,0,Charlie_S01E05.csv,6
1435,Charlie_S01E05.csv_6,5,Now I just have to figure out How Spencer and I are gonna get to the dance.,Teddy,0,Charlie_S01E05.csv,6
1436,Charlie_S01E05.csv_6,6,How are you getting there? I haven't asked anyone yet.,Ivy,0,Charlie_S01E05.csv,6
1437,Charlie_S01E05.csv_6,7,I'm still trying to decide between five guys.,Ivy,0,Charlie_S01E05.csv,6
1438,Charlie_S01E05.csv_6,8,"Well, do any of them drive? Let's see Sophomore, freshman, sophomore, Eighth-grader I don't really want to talk about, And sophomore.",Ivy,1,Charlie_S01E05.csv,6
1439,Charlie_S01E05.csv_6,9,"So no, no drivers on the list.",Ivy,0,Charlie_S01E05.csv,6
1440,Charlie_S01E05.csv_6,10,"That's too bad, because if you could find somebody who drives Then Spencer and I could double with you.",Teddy,0,Charlie_S01E05.csv,6
1441,Charlie_S01E05.csv_6,11,"Yeah, consider it done.",Ivy,0,Charlie_S01E05.csv,6
1442,Charlie_S01E05.csv_6,12,I'll just expand my list And lower my standards a little bit.,Ivy,1,Charlie_S01E05.csv,6
1443,Charlie_S01E05.csv_6,13,"Lower than the eighth grade? You want a ride or not? Okay, they say it's gonna be chilly tonight.",Ivy,1,Charlie_S01E05.csv,6
1444,Charlie_S01E05.csv_7,0,I want to make sure you're nice and toasty.,Amy,0,Charlie_S01E05.csv,7
1445,Charlie_S01E05.csv_7,1,Did I remember to change your diaper? I'm gonna go with yes.,Amy,1,Charlie_S01E05.csv,7
1446,Charlie_S01E05.csv_7,2,Are you ready to go? - Yeah.,Amy,0,Charlie_S01E05.csv,7
1447,Charlie_S01E05.csv_7,3,"It is gonna be so nice to go to an open house And not to have to hear the words Oh, you're Gabe's parents.",Amy,1,Charlie_S01E05.csv,7
1448,Charlie_S01E05.csv_7,4,"Mom, are you wearing perfume? I am.",Gabe,0,Charlie_S01E05.csv,7
1449,Charlie_S01E05.csv_7,5,"What? You don't like it? Oh, I like it, but But what? Does someone else not like it? I don't want to get dad in trouble.",Gabe,1,Charlie_S01E05.csv,7
1450,Charlie_S01E05.csv_7,6,"Wait, dad says he doesn't like my perfume? He doesn't just say it.",Amy,0,Charlie_S01E05.csv,7
1451,Charlie_S01E05.csv_7,7,He makes a face too.,Gabe,0,Charlie_S01E05.csv,7
1452,Charlie_S01E05.csv_7,8,And sometimes there's gagging.,Gabe,1,Charlie_S01E05.csv,7
1453,Charlie_S01E05.csv_7,9,"Well, that's interesting.",Amy,0,Charlie_S01E05.csv,7
1454,Charlie_S01E05.csv_7,10,Has your father shared anything else with you About how I disgust him? I've said too much already.,Amy,1,Charlie_S01E05.csv,7
1455,Charlie_S01E05.csv_7,11,"Oh, okay.",Amy,0,Charlie_S01E05.csv,7
1456,Charlie_S01E05.csv_7,12,Okay.,Amy,0,Charlie_S01E05.csv,7
1457,Charlie_S01E05.csv_8,0,"Nice jacket, dad.",Gabe,0,Charlie_S01E05.csv,8
1458,Charlie_S01E05.csv_8,1,Isn't it? Got my company logo right there Free advertising and a great conversation starter.,Bob,1,Charlie_S01E05.csv,8
1459,Charlie_S01E05.csv_8,2,"Does mom know you're wearing it? Oh, I've been dressing myself for some time now.",Gabe,1,Charlie_S01E05.csv,8
1460,Charlie_S01E05.csv_8,3,"So no, I didn't run it by her.",Bob,0,Charlie_S01E05.csv,8
1461,Charlie_S01E05.csv_8,4,"Oh, I guess she'll just have to live with it.",Gabe,1,Charlie_S01E05.csv,8
1462,Charlie_S01E05.csv_8,5,"Why? Is there a problem? I don't want to get mom in trouble, But just between us, She thinks you talk too much about your job.",Gabe,1,Charlie_S01E05.csv,8
1463,Charlie_S01E05.csv_8,6,"I talk too much about my job The same job that puts a roof over your mother's head? Hey, I'm on your side.",Bob,1,Charlie_S01E05.csv,8
1464,Charlie_S01E05.csv_8,7,So what else does she say about me behind my back? I've said too much already.,Gabe,1,Charlie_S01E05.csv,8
1465,Charlie_S01E05.csv_8,8,"Come on, guys.",Amy,0,Charlie_S01E05.csv,8
1466,Charlie_S01E05.csv_8,9,Gotta go.,Amy,0,Charlie_S01E05.csv,8
1467,Charlie_S01E05.csv_8,10,Gonna be late.,Amy,0,Charlie_S01E05.csv,8
1468,Charlie_S01E05.csv_8,11,"Well, we're taking the bug truck, If that's okay with you.",Bob,0,Charlie_S01E05.csv,8
1469,Charlie_S01E05.csv_8,12,As long as the windows work.,Amy,0,Charlie_S01E05.csv,8
1470,Charlie_S01E05.csv_8,13,I don't want to trigger anyone's gag reflex.,Amy,1,Charlie_S01E05.csv,8
1471,Charlie_S01E05.csv_8,14,Women.,Gabe,1,Charlie_S01E05.csv,8
1472,Charlie_S01E05.csv_8,15,"Hey, good luck at your open house tonight.",Teddy,0,Charlie_S01E05.csv,8
1473,Charlie_S01E05.csv_8,16,Good luck at whatever you're dressed so weird for.,Gabe,1,Charlie_S01E05.csv,8
1474,Charlie_S01E05.csv_9,0,Look at you.,Ivy,0,Charlie_S01E05.csv,9
1475,Charlie_S01E05.csv_9,1,"Oh, no, look at you.",Teddy,0,Charlie_S01E05.csv,9
1476,Charlie_S01E05.csv_9,2,"Well, I wish I was someone else So I could look at both of us.",Ivy,1,Charlie_S01E05.csv,9
1477,Charlie_S01E05.csv_9,3,So where's your date? Parking the car.,Teddy,0,Charlie_S01E05.csv,9
1478,Charlie_S01E05.csv_9,4,"Oh, I like it.",Teddy,0,Charlie_S01E05.csv,9
1479,Charlie_S01E05.csv_9,5,"Who is he? Okay, about that there's something you should know sup? Emmett, would you excuse us for a minute real quick? Okay, just Emmett? We needed transportation.",Ivy,1,Charlie_S01E05.csv,9
1480,Charlie_S01E05.csv_9,6,It was either Emmett or an eighth-grader With a skateboard.,Ivy,1,Charlie_S01E05.csv,9
1481,Charlie_S01E05.csv_9,7,"Let's just go have a good time, okay? Shall we? Teddy bear.",Emmett,1,Charlie_S01E05.csv,9
1482,Charlie_S01E05.csv_9,8,Grizzly bear.,Emmett,1,Charlie_S01E05.csv,9
1483,Charlie_S01E05.csv_10,0,You look really nice.,Spencer,0,Charlie_S01E05.csv,10
1484,Charlie_S01E05.csv_10,1,You are really nice.,Teddy,0,Charlie_S01E05.csv,10
